split,filepath,ground_truth,score
test,en_127_to_ja_Bark_label_fake.npz,Fake,0.962869
test,en_127_to_zh_Vall_label_fake.npz,Fake,0.971991
test,en_127_to_zh_Xtts_label_fake.npz,Fake,0.960604
test,en_128_to_ru_Xtts_label_fake.npz,Fake,0.961482
test,en_128_to_zh_Xtts_label_fake.npz,Fake,0.945581
test,en_12_to_zh_Tacotron_label_fake.npz,Fake,0.962589
test,en_13_to_ar_MicroTts_label_fake.npz,Fake,0.216789
test,en_13_to_ru_Bark_label_fake.npz,Fake,0.953520
test,en_13_to_ru_Xtts_label_fake.npz,Fake,0.957160
test,en_14_to_ar_MicroTts_label_fake.npz,Fake,0.959188
test,en_14_to_es_Xtts_label_fake.npz,Fake,0.957830
test,en_14_to_fr_MicroTts_label_fake.npz,Fake,0.963135
test,en_14_to_ru_Bark_label_fake.npz,Fake,0.957366
test,en_15_to_fr_Xtts_label_fake.npz,Fake,0.970504
test,en_15_to_ja_Tacotron_label_fake.npz,Fake,0.958932
test,en_16_label_real.npz,Real,0.047028
test,en_16_to_ar_Xtts_label_fake.npz,Fake,0.951860
test,en_16_to_es_MicroTts_label_fake.npz,Fake,0.971354
test,en_16_to_es_Tacotron_label_fake.npz,Fake,0.952812
test,en_16_to_fr_Bark_label_fake.npz,Fake,0.929617
test,en_16_to_ru_MicroTts_label_fake.npz,Fake,0.971112
test,en_16_to_zh_Xtts_label_fake.npz,Fake,0.966758
test,en_17_to_fr_Xtts_label_fake.npz,Fake,0.947661
test,en_17_to_ru_Xtts_label_fake.npz,Fake,0.946093
test,en_18_to_es_MicroTts_label_fake.npz,Fake,0.968054
test,en_18_to_es_Tacotron_label_fake.npz,Fake,0.965819
test,en_18_to_fr_Bark_label_fake.npz,Fake,0.954275
test,en_18_to_ja_Bark_label_fake.npz,Fake,0.956494
test,en_18_to_ru_Xtts_label_fake.npz,Fake,0.973652
test,en_19_to_ar_Xtts_label_fake.npz,Fake,0.964862
test,en_19_to_fr_Tacotron_label_fake.npz,Fake,0.955390
test,en_19_to_fr_Xtts_label_fake.npz,Fake,0.953995
test,en_19_to_zh_Bark_label_fake.npz,Fake,0.946421
test,en_1_to_ar_Xtts_label_fake.npz,Fake,0.786360
test,en_1_to_es_MicroTts_label_fake.npz,Fake,0.690814
test,en_1_to_es_Tacotron_label_fake.npz,Fake,0.614632
test,en_1_to_fr_Bark_label_fake.npz,Fake,0.742206
test,en_1_to_fr_MicroTts_label_fake.npz,Fake,0.830103
test,en_1_to_ja_Tacotron_label_fake.npz,Fake,0.718062
test,en_20_to_es_Xtts_label_fake.npz,Fake,0.888913
test,en_20_to_fr_MicroTts_label_fake.npz,Fake,0.524658
test,en_20_to_ja_Vall_label_fake.npz,Fake,0.945147
test,en_20_to_ru_Bark_label_fake.npz,Fake,0.562241
test,en_20_to_zh_Bark_label_fake.npz,Fake,0.946828
test,en_21_to_ar_MicroTts_label_fake.npz,Fake,0.954347
test,en_21_to_es_Xtts_label_fake.npz,Fake,0.920695
test,en_21_to_fr_Bark_label_fake.npz,Fake,0.928531
test,en_21_to_fr_MicroTts_label_fake.npz,Fake,0.950721
test,en_21_to_zh_Xtts_label_fake.npz,Fake,0.949398
test,en_22_to_zh_Tacotron_label_fake.npz,Fake,0.962535
test,en_22_to_zh_Vall_label_fake.npz,Fake,0.956341
test,en_23_to_ar_Xtts_label_fake.npz,Fake,0.958406
test,en_23_to_ru_Bark_label_fake.npz,Fake,0.964460
test,en_24_to_fr_Xtts_label_fake.npz,Fake,0.970812
test,en_24_to_ja_MicroTts_label_fake.npz,Fake,0.966895
test,en_24_to_ru_Xtts_label_fake.npz,Fake,0.968036
test,en_24_to_zh_MicroTts_label_fake.npz,Fake,0.965992
test,en_25_to_es_MicroTts_label_fake.npz,Fake,0.973580
test,en_25_to_fr_Tacotron_label_fake.npz,Fake,0.974880
test,en_25_to_ja_Bark_label_fake.npz,Fake,0.968130
test,en_25_to_zh_Tacotron_label_fake.npz,Fake,0.972509
test,en_26_to_es_Bark_label_fake.npz,Fake,0.957426
test,en_27_to_fr_Tacotron_label_fake.npz,Fake,0.962998
test,en_28_to_es_Bark_label_fake.npz,Fake,0.960613
test,en_28_to_ja_MicroTts_label_fake.npz,Fake,0.966207
test,en_28_to_ja_Tacotron_label_fake.npz,Fake,0.963948
test,en_29_to_ru_MicroTts_label_fake.npz,Fake,0.964425
test,en_29_to_zh_Tacotron_label_fake.npz,Fake,0.969618
test,en_2_label_real.npz,Real,0.043283
test,en_2_to_es_Tacotron_label_fake.npz,Fake,0.397050
test,en_2_to_fr_Bark_label_fake.npz,Fake,0.420336
test,en_30_to_ar_MicroTts_label_fake.npz,Fake,0.968742
test,en_30_to_ja_MicroTts_label_fake.npz,Fake,0.966315
test,en_31_to_es_Tacotron_label_fake.npz,Fake,0.965939
test,en_31_to_es_Xtts_label_fake.npz,Fake,0.956386
test,en_31_to_fr_Bark_label_fake.npz,Fake,0.967314
test,en_31_to_fr_MicroTts_label_fake.npz,Fake,0.964285
test,en_31_to_fr_Xtts_label_fake.npz,Fake,0.961836
test,en_31_to_ru_Bark_label_fake.npz,Fake,0.963333
test,en_31_to_ru_MicroTts_label_fake.npz,Fake,0.961005
test,en_31_to_zh_Tacotron_label_fake.npz,Fake,0.959123
test,en_32_to_es_MicroTts_label_fake.npz,Fake,0.964208
test,en_32_to_es_Tacotron_label_fake.npz,Fake,0.961224
test,en_32_to_fr_Bark_label_fake.npz,Fake,0.959845
test,en_32_to_ja_MicroTts_label_fake.npz,Fake,0.956949
test,en_32_to_ja_Tacotron_label_fake.npz,Fake,0.958850
test,en_32_to_zh_Tacotron_label_fake.npz,Fake,0.955965
test,en_32_to_zh_Vall_label_fake.npz,Fake,0.955196
test,en_33_label_real.npz,Real,0.056761
test,en_33_to_fr_Xtts_label_fake.npz,Fake,0.971441
test,en_33_to_ja_MicroTts_label_fake.npz,Fake,0.965764
test,en_33_to_zh_Bark_label_fake.npz,Fake,0.970972
test,en_33_to_zh_Xtts_label_fake.npz,Fake,0.967324
test,en_34_label_real.npz,Real,0.043244
test,en_34_to_es_Bark_label_fake.npz,Fake,0.954038
test,en_34_to_zh_MicroTts_label_fake.npz,Fake,0.963786
test,en_35_to_es_Tacotron_label_fake.npz,Fake,0.967790
test,en_35_to_es_Xtts_label_fake.npz,Fake,0.967272
test,en_35_to_fr_MicroTts_label_fake.npz,Fake,0.960076
test,en_35_to_fr_Tacotron_label_fake.npz,Fake,0.964001
test,en_35_to_zh_Tacotron_label_fake.npz,Fake,0.951310
test,en_36_to_es_Bark_label_fake.npz,Fake,0.923198
test,en_36_to_ja_Tacotron_label_fake.npz,Fake,0.938826
test,en_36_to_zh_MicroTts_label_fake.npz,Fake,0.957343
test,en_37_to_ar_MicroTts_label_fake.npz,Fake,0.970020
test,en_37_to_ja_Vall_label_fake.npz,Fake,0.965374
test,en_37_to_ru_Xtts_label_fake.npz,Fake,0.967220
test,en_37_to_zh_Bark_label_fake.npz,Fake,0.963241
test,en_37_to_zh_Tacotron_label_fake.npz,Fake,0.970738
test,en_37_to_zh_Vall_label_fake.npz,Fake,0.962763
test,en_38_to_ja_Tacotron_label_fake.npz,Fake,0.961997
test,en_38_to_zh_Bark_label_fake.npz,Fake,0.959766
test,en_38_to_zh_Vall_label_fake.npz,Fake,0.966489
test,en_39_to_es_Tacotron_label_fake.npz,Fake,0.905546
test,en_39_to_es_Xtts_label_fake.npz,Fake,0.924000
test,en_39_to_fr_Bark_label_fake.npz,Fake,0.955555
test,en_39_to_fr_MicroTts_label_fake.npz,Fake,0.913690
test,en_39_to_ja_Vall_label_fake.npz,Fake,0.955339
test,en_39_to_ru_Xtts_label_fake.npz,Fake,0.934827
test,en_39_to_zh_Vall_label_fake.npz,Fake,0.934293
test,en_3_to_es_Xtts_label_fake.npz,Fake,0.905023
test,en_3_to_fr_MicroTts_label_fake.npz,Fake,0.893198
test,en_3_to_ru_MicroTts_label_fake.npz,Fake,0.860312
test,en_3_to_zh_Bark_label_fake.npz,Fake,0.879734
test,en_40_to_ar_MicroTts_label_fake.npz,Fake,0.956271
test,en_40_to_ja_Vall_label_fake.npz,Fake,0.963688
test,en_40_to_zh_Bark_label_fake.npz,Fake,0.979849
test,en_41_label_real.npz,Real,0.033527
test,en_41_to_ru_Xtts_label_fake.npz,Fake,0.947495
test,en_42_to_ar_Xtts_label_fake.npz,Fake,0.943678
test,en_42_to_ja_Tacotron_label_fake.npz,Fake,0.952697
test,en_42_to_ru_Bark_label_fake.npz,Fake,0.945792
test,en_42_to_zh_MicroTts_label_fake.npz,Fake,0.950402
test,en_42_to_zh_Xtts_label_fake.npz,Fake,0.945574
test,en_43_to_es_Xtts_label_fake.npz,Fake,0.945046
test,en_44_to_es_Xtts_label_fake.npz,Fake,0.964233
test,en_44_to_fr_Bark_label_fake.npz,Fake,0.949394
test,en_44_to_fr_Tacotron_label_fake.npz,Fake,0.937319
test,en_44_to_fr_Xtts_label_fake.npz,Fake,0.926493
test,en_44_to_zh_MicroTts_label_fake.npz,Fake,0.965612
test,en_45_to_es_MicroTts_label_fake.npz,Fake,0.963264
test,en_45_to_es_Tacotron_label_fake.npz,Fake,0.937341
test,en_45_to_es_Xtts_label_fake.npz,Fake,0.964033
test,en_45_to_fr_Bark_label_fake.npz,Fake,0.968641
test,en_45_to_ja_Bark_label_fake.npz,Fake,0.966284
test,en_45_to_ru_MicroTts_label_fake.npz,Fake,0.950154
test,en_45_to_zh_Vall_label_fake.npz,Fake,0.950813
test,en_46_label_real.npz,Real,0.037841
test,en_46_to_es_Xtts_label_fake.npz,Fake,0.937465
test,en_46_to_fr_Tacotron_label_fake.npz,Fake,0.951419
test,en_46_to_ja_Tacotron_label_fake.npz,Fake,0.938057
test,en_46_to_ru_Bark_label_fake.npz,Fake,0.938776
test,en_46_to_zh_Bark_label_fake.npz,Fake,0.924664
test,en_46_to_zh_Tacotron_label_fake.npz,Fake,0.953718
test,en_47_to_es_MicroTts_label_fake.npz,Fake,0.186003
test,en_47_to_fr_Tacotron_label_fake.npz,Fake,0.954882
test,en_47_to_ja_MicroTts_label_fake.npz,Fake,0.956119
test,en_47_to_zh_Bark_label_fake.npz,Fake,0.309077
test,en_47_to_zh_MicroTts_label_fake.npz,Fake,0.106125
test,en_48_to_es_MicroTts_label_fake.npz,Fake,0.949879
test,en_48_to_es_Xtts_label_fake.npz,Fake,0.969688
test,en_48_to_ja_Tacotron_label_fake.npz,Fake,0.959709
test,en_48_to_ja_Vall_label_fake.npz,Fake,0.946251
test,en_48_to_ru_MicroTts_label_fake.npz,Fake,0.945770
test,en_48_to_ru_Xtts_label_fake.npz,Fake,0.937393
test,en_49_to_es_Bark_label_fake.npz,Fake,0.958749
test,en_49_to_es_Xtts_label_fake.npz,Fake,0.930836
test,en_49_to_fr_Bark_label_fake.npz,Fake,0.940445
test,en_49_to_fr_MicroTts_label_fake.npz,Fake,0.936700
test,en_49_to_ja_Bark_label_fake.npz,Fake,0.939893
test,en_49_to_zh_Bark_label_fake.npz,Fake,0.943262
test,en_4_to_es_Xtts_label_fake.npz,Fake,0.508080
test,en_4_to_fr_Bark_label_fake.npz,Fake,0.544190
test,en_4_to_fr_Tacotron_label_fake.npz,Fake,0.444675
test,en_4_to_fr_Xtts_label_fake.npz,Fake,0.740318
test,en_4_to_ja_Vall_label_fake.npz,Fake,0.514674
test,en_50_to_es_MicroTts_label_fake.npz,Fake,0.949353
test,en_50_to_es_Tacotron_label_fake.npz,Fake,0.935120
test,en_50_to_ja_Tacotron_label_fake.npz,Fake,0.944855
test,en_50_to_zh_Tacotron_label_fake.npz,Fake,0.955321
test,en_50_to_zh_Xtts_label_fake.npz,Fake,0.938330
test,en_51_to_es_Bark_label_fake.npz,Fake,0.949621
test,en_51_to_es_Xtts_label_fake.npz,Fake,0.952652
test,en_52_to_es_MicroTts_label_fake.npz,Fake,0.045958
test,en_52_to_ru_MicroTts_label_fake.npz,Fake,0.949539
test,en_52_to_ru_Xtts_label_fake.npz,Fake,0.923543
test,en_53_to_es_Tacotron_label_fake.npz,Fake,0.961251
test,en_53_to_ja_Bark_label_fake.npz,Fake,0.952960
test,en_53_to_ru_Bark_label_fake.npz,Fake,0.962091
test,en_54_to_es_Xtts_label_fake.npz,Fake,0.948779
test,en_54_to_ja_Tacotron_label_fake.npz,Fake,0.957940
test,en_54_to_ru_MicroTts_label_fake.npz,Fake,0.947807
test,en_54_to_zh_Vall_label_fake.npz,Fake,0.955579
test,en_54_to_zh_Xtts_label_fake.npz,Fake,0.952323
test,en_55_to_zh_Bark_label_fake.npz,Fake,0.935176
test,en_55_to_zh_MicroTts_label_fake.npz,Fake,0.911225
test,en_55_to_zh_Vall_label_fake.npz,Fake,0.948229
test,en_56_label_real.npz,Real,0.043212
test,en_56_to_es_Tacotron_label_fake.npz,Fake,0.952488
test,en_57_label_real.npz,Real,0.043880
test,en_57_to_es_Tacotron_label_fake.npz,Fake,0.956921
test,en_57_to_ja_MicroTts_label_fake.npz,Fake,0.946973
test,en_57_to_ru_Xtts_label_fake.npz,Fake,0.937432
test,en_58_to_ru_Bark_label_fake.npz,Fake,0.966503
test,en_58_to_zh_Bark_label_fake.npz,Fake,0.963563
test,en_59_to_ar_MicroTts_label_fake.npz,Fake,0.967728
test,en_59_to_fr_MicroTts_label_fake.npz,Fake,0.931952
test,en_59_to_ja_Vall_label_fake.npz,Fake,0.954839
test,en_5_to_es_Bark_label_fake.npz,Fake,0.195531
test,en_60_to_es_Xtts_label_fake.npz,Fake,0.932294
test,en_60_to_fr_MicroTts_label_fake.npz,Fake,0.955383
test,en_60_to_fr_Tacotron_label_fake.npz,Fake,0.963738
test,en_60_to_ja_Bark_label_fake.npz,Fake,0.941723
test,en_60_to_ja_Tacotron_label_fake.npz,Fake,0.962758
test,en_61_to_es_Bark_label_fake.npz,Fake,0.972557
test,en_61_to_es_MicroTts_label_fake.npz,Fake,0.954169
test,en_61_to_es_Xtts_label_fake.npz,Fake,0.966937
test,en_61_to_fr_Bark_label_fake.npz,Fake,0.962569
test,en_61_to_fr_Xtts_label_fake.npz,Fake,0.963769
test,en_61_to_ja_Vall_label_fake.npz,Fake,0.962755
test,en_61_to_zh_Bark_label_fake.npz,Fake,0.957678
test,en_62_to_es_Tacotron_label_fake.npz,Fake,0.501658
test,en_62_to_ja_Tacotron_label_fake.npz,Fake,0.562147
test,en_62_to_ru_MicroTts_label_fake.npz,Fake,0.942158
test,en_63_to_ja_Bark_label_fake.npz,Fake,0.890488
test,en_63_to_zh_MicroTts_label_fake.npz,Fake,0.948198
test,en_64_to_ar_MicroTts_label_fake.npz,Fake,0.948335
test,en_64_to_fr_Tacotron_label_fake.npz,Fake,0.910044
test,en_64_to_ru_Xtts_label_fake.npz,Fake,0.909967
test,en_64_to_zh_Tacotron_label_fake.npz,Fake,0.966563
test,en_65_to_es_Bark_label_fake.npz,Fake,0.507801
test,en_65_to_ja_MicroTts_label_fake.npz,Fake,0.365852
test,en_66_to_ja_Vall_label_fake.npz,Fake,0.781466
test,en_66_to_ru_Bark_label_fake.npz,Fake,0.930707
test,en_67_to_ru_Bark_label_fake.npz,Fake,0.938256
test,en_67_to_zh_Xtts_label_fake.npz,Fake,0.954479
test,en_68_to_ar_Xtts_label_fake.npz,Fake,0.926482
test,en_68_to_es_Bark_label_fake.npz,Fake,0.940607
test,en_68_to_es_MicroTts_label_fake.npz,Fake,0.923474
test,en_68_to_ja_MicroTts_label_fake.npz,Fake,0.938544
test,en_68_to_ru_Bark_label_fake.npz,Fake,0.931122
test,en_68_to_zh_Bark_label_fake.npz,Fake,0.948677
test,en_68_to_zh_Vall_label_fake.npz,Fake,0.947431
test,en_69_label_real.npz,Real,0.077473
test,en_69_to_es_Xtts_label_fake.npz,Fake,0.946602
test,en_69_to_fr_MicroTts_label_fake.npz,Fake,0.941670
test,en_69_to_ja_MicroTts_label_fake.npz,Fake,0.941588
test,en_69_to_zh_MicroTts_label_fake.npz,Fake,0.941597
test,en_6_label_real.npz,Real,0.033795
test,en_6_to_ru_Bark_label_fake.npz,Fake,0.946537
test,en_6_to_zh_MicroTts_label_fake.npz,Fake,0.971756
test,en_70_label_real.npz,Real,0.082681
test,en_70_to_es_Bark_label_fake.npz,Fake,0.853859
test,en_70_to_ja_MicroTts_label_fake.npz,Fake,0.905592
test,en_70_to_ru_Xtts_label_fake.npz,Fake,0.939057
test,en_70_to_zh_Vall_label_fake.npz,Fake,0.939960
test,en_71_to_ar_Xtts_label_fake.npz,Fake,0.964619
test,en_71_to_ru_Bark_label_fake.npz,Fake,0.954389
test,en_71_to_zh_MicroTts_label_fake.npz,Fake,0.958096
test,en_71_to_zh_Tacotron_label_fake.npz,Fake,0.930467
test,en_72_label_real.npz,Real,0.071713
test,en_72_to_es_Bark_label_fake.npz,Fake,0.941525
test,en_72_to_es_Tacotron_label_fake.npz,Fake,0.939488
test,en_72_to_es_Xtts_label_fake.npz,Fake,0.963455
test,en_72_to_fr_Bark_label_fake.npz,Fake,0.956017
test,en_72_to_fr_MicroTts_label_fake.npz,Fake,0.962529
test,en_72_to_ru_Bark_label_fake.npz,Fake,0.929519
test,en_73_to_ar_Xtts_label_fake.npz,Fake,0.943363
test,en_73_to_es_MicroTts_label_fake.npz,Fake,0.934021
test,en_73_to_fr_Bark_label_fake.npz,Fake,0.957781
test,en_73_to_fr_Xtts_label_fake.npz,Fake,0.964458
test,en_73_to_ru_Bark_label_fake.npz,Fake,0.956665
test,en_73_to_ru_MicroTts_label_fake.npz,Fake,0.956126
test,en_73_to_zh_MicroTts_label_fake.npz,Fake,0.959823
test,en_73_to_zh_Vall_label_fake.npz,Fake,0.959365
test,en_74_to_fr_Tacotron_label_fake.npz,Fake,0.955557
test,en_74_to_zh_Vall_label_fake.npz,Fake,0.962819
test,en_75_to_fr_Xtts_label_fake.npz,Fake,0.970631
test,en_75_to_ja_Bark_label_fake.npz,Fake,0.937056
test,en_75_to_ru_Bark_label_fake.npz,Fake,0.968061
test,en_75_to_ru_MicroTts_label_fake.npz,Fake,0.940506
test,en_75_to_zh_Xtts_label_fake.npz,Fake,0.918840
test,en_76_to_es_MicroTts_label_fake.npz,Fake,0.937896
test,en_76_to_zh_Vall_label_fake.npz,Fake,0.955857
test,en_77_to_es_MicroTts_label_fake.npz,Fake,0.849093
test,en_77_to_fr_Bark_label_fake.npz,Fake,0.942584
test,en_77_to_zh_MicroTts_label_fake.npz,Fake,0.906952
test,en_77_to_zh_Tacotron_label_fake.npz,Fake,0.924594
test,en_78_label_real.npz,Real,0.046410
test,en_78_to_es_Xtts_label_fake.npz,Fake,0.869545
test,en_78_to_fr_Bark_label_fake.npz,Fake,0.948279
test,en_78_to_fr_Xtts_label_fake.npz,Fake,0.943830
test,en_78_to_ja_Tacotron_label_fake.npz,Fake,0.950187
test,en_78_to_zh_Bark_label_fake.npz,Fake,0.935503
test,en_79_to_ar_Xtts_label_fake.npz,Fake,0.863931
test,en_79_to_es_Bark_label_fake.npz,Fake,0.939151
test,en_79_to_ja_Bark_label_fake.npz,Fake,0.918468
test,en_79_to_ja_Tacotron_label_fake.npz,Fake,0.951351
test,en_7_to_ar_Xtts_label_fake.npz,Fake,0.960351
test,en_7_to_fr_MicroTts_label_fake.npz,Fake,0.954237
test,en_80_to_es_MicroTts_label_fake.npz,Fake,0.768940
test,en_80_to_fr_Bark_label_fake.npz,Fake,0.899778
test,en_80_to_zh_Bark_label_fake.npz,Fake,0.923470
test,en_81_to_ja_Bark_label_fake.npz,Fake,0.966253
test,en_81_to_ja_Tacotron_label_fake.npz,Fake,0.962785
test,en_81_to_zh_Xtts_label_fake.npz,Fake,0.954503
test,en_82_to_ja_Tacotron_label_fake.npz,Fake,0.937966
test,en_82_to_ru_Bark_label_fake.npz,Fake,0.939469
test,en_83_to_ja_Bark_label_fake.npz,Fake,0.957226
test,en_83_to_ja_Vall_label_fake.npz,Fake,0.929141
test,en_84_to_ar_Xtts_label_fake.npz,Fake,0.787648
test,en_84_to_es_Tacotron_label_fake.npz,Fake,0.952284
test,en_84_to_ja_Bark_label_fake.npz,Fake,0.948687
test,en_85_to_ar_MicroTts_label_fake.npz,Fake,0.947919
test,en_85_to_fr_Tacotron_label_fake.npz,Fake,0.944348
test,en_85_to_ja_MicroTts_label_fake.npz,Fake,0.919462
test,en_85_to_ru_Bark_label_fake.npz,Fake,0.937713
test,en_85_to_zh_Tacotron_label_fake.npz,Fake,0.919477
test,en_86_label_real.npz,Real,0.036086
test,en_86_to_es_MicroTts_label_fake.npz,Fake,0.945722
test,en_86_to_es_Xtts_label_fake.npz,Fake,0.328459
test,en_86_to_ja_Tacotron_label_fake.npz,Fake,0.747491
test,en_87_to_ru_Xtts_label_fake.npz,Fake,0.892797
test,en_87_to_zh_Tacotron_label_fake.npz,Fake,0.941439
test,en_87_to_zh_Xtts_label_fake.npz,Fake,0.951525
test,en_88_to_es_MicroTts_label_fake.npz,Fake,0.937087
test,en_88_to_fr_MicroTts_label_fake.npz,Fake,0.907378
test,en_88_to_ru_Xtts_label_fake.npz,Fake,0.952974
test,en_89_to_es_Bark_label_fake.npz,Fake,0.941278
test,en_89_to_fr_Xtts_label_fake.npz,Fake,0.963542
test,en_89_to_ru_Bark_label_fake.npz,Fake,0.950753
test,en_8_to_ar_MicroTts_label_fake.npz,Fake,0.958749
test,en_8_to_ru_Bark_label_fake.npz,Fake,0.959181
test,en_8_to_zh_Tacotron_label_fake.npz,Fake,0.966128
test,en_90_to_es_Xtts_label_fake.npz,Fake,0.942399
test,en_90_to_fr_Xtts_label_fake.npz,Fake,0.938764
test,en_91_to_es_Tacotron_label_fake.npz,Fake,0.923476
test,en_91_to_fr_Tacotron_label_fake.npz,Fake,0.897184
test,en_91_to_ja_Tacotron_label_fake.npz,Fake,0.960971
test,en_91_to_ru_Xtts_label_fake.npz,Fake,0.890439
test,en_92_to_es_Tacotron_label_fake.npz,Fake,0.930470
test,en_92_to_fr_Tacotron_label_fake.npz,Fake,0.929992
test,en_92_to_fr_Xtts_label_fake.npz,Fake,0.911420
test,en_92_to_ja_Tacotron_label_fake.npz,Fake,0.913188
test,en_92_to_ru_Bark_label_fake.npz,Fake,0.939310
test,en_92_to_zh_MicroTts_label_fake.npz,Fake,0.918218
test,en_92_to_zh_Xtts_label_fake.npz,Fake,0.956562
test,en_93_to_ar_MicroTts_label_fake.npz,Fake,0.954680
test,en_93_to_fr_MicroTts_label_fake.npz,Fake,0.939045
test,en_93_to_ja_Bark_label_fake.npz,Fake,0.949421
test,en_93_to_ja_Vall_label_fake.npz,Fake,0.955538
test,en_94_to_zh_Bark_label_fake.npz,Fake,0.951421
test,en_95_to_ar_MicroTts_label_fake.npz,Fake,0.935863
test,en_95_to_ar_Xtts_label_fake.npz,Fake,0.959940
test,en_95_to_es_Tacotron_label_fake.npz,Fake,0.943356
test,en_95_to_fr_Xtts_label_fake.npz,Fake,0.962507
test,en_95_to_ru_Xtts_label_fake.npz,Fake,0.940970
test,en_96_to_es_MicroTts_label_fake.npz,Fake,0.952053
test,en_96_to_fr_Xtts_label_fake.npz,Fake,0.932758
test,en_96_to_ja_Tacotron_label_fake.npz,Fake,0.917941
test,en_96_to_zh_Xtts_label_fake.npz,Fake,0.951678
test,en_97_label_real.npz,Real,0.049800
test,en_97_to_ar_MicroTts_label_fake.npz,Fake,0.946461
test,en_97_to_es_MicroTts_label_fake.npz,Fake,0.952866
test,en_97_to_es_Tacotron_label_fake.npz,Fake,0.960666
test,en_97_to_ja_Bark_label_fake.npz,Fake,0.937505
test,en_98_to_es_Xtts_label_fake.npz,Fake,0.951889
test,en_98_to_ru_MicroTts_label_fake.npz,Fake,0.933554
test,en_98_to_zh_Tacotron_label_fake.npz,Fake,0.944103
test,en_99_to_es_Bark_label_fake.npz,Fake,0.944000
test,en_99_to_ru_Xtts_label_fake.npz,Fake,0.750980
test,en_99_to_zh_Bark_label_fake.npz,Fake,0.860821
test,en_9_to_es_Bark_label_fake.npz,Fake,0.944833
test,en_9_to_es_Xtts_label_fake.npz,Fake,0.966791
test,en_9_to_fr_Tacotron_label_fake.npz,Fake,0.963544
test,en_9_to_fr_Xtts_label_fake.npz,Fake,0.964792
test,es_100_to_fr_Bark_label_fake.npz,Fake,0.905988
test,es_100_to_ru_Bark_label_fake.npz,Fake,0.909837
test,es_101_to_en_Xtts_label_fake.npz,Fake,0.832798
test,es_101_to_ru_MicroTts_label_fake.npz,Fake,0.929580
test,es_101_to_zh_Tacotron_label_fake.npz,Fake,0.929397
test,es_102_label_real.npz,Real,0.036606
test,es_102_to_ja_MicroTts_label_fake.npz,Fake,0.955297
test,es_102_to_ru_MicroTts_label_fake.npz,Fake,0.956518
test,es_102_to_ru_Xtts_label_fake.npz,Fake,0.958629
test,es_103_to_en_Xtts_label_fake.npz,Fake,0.733579
test,es_104_to_fr_MicroTts_label_fake.npz,Fake,0.907688
test,es_104_to_ru_Bark_label_fake.npz,Fake,0.970298
test,es_105_to_ar_MicroTts_label_fake.npz,Fake,0.950199
test,es_105_to_fr_Xtts_label_fake.npz,Fake,0.952909
test,es_105_to_ja_Tacotron_label_fake.npz,Fake,0.958383
test,es_106_to_zh_Tacotron_label_fake.npz,Fake,0.960759
test,es_107_to_en_Xtts_label_fake.npz,Fake,0.957910
test,es_107_to_fr_MicroTts_label_fake.npz,Fake,0.944695
test,es_107_to_ru_Bark_label_fake.npz,Fake,0.932312
test,es_107_to_ru_MicroTts_label_fake.npz,Fake,0.955176
test,es_107_to_zh_Xtts_label_fake.npz,Fake,0.950588
test,es_108_label_real.npz,Real,0.030781
test,es_108_to_fr_Xtts_label_fake.npz,Fake,0.963181
test,es_108_to_ja_MicroTts_label_fake.npz,Fake,0.912729
test,es_108_to_ru_Xtts_label_fake.npz,Fake,0.963211
test,es_109_label_real.npz,Real,0.032833
test,es_109_to_en_MicroTts_label_fake.npz,Fake,0.927794
test,es_10_to_ar_MicroTts_label_fake.npz,Fake,0.814945
test,es_10_to_fr_Xtts_label_fake.npz,Fake,0.790775
test,es_10_to_ru_Xtts_label_fake.npz,Fake,0.935810
test,es_10_to_zh_MicroTts_label_fake.npz,Fake,0.949898
test,es_10_to_zh_Xtts_label_fake.npz,Fake,0.947909
test,es_110_to_en_Tacotron_label_fake.npz,Fake,0.908636
test,es_110_to_fr_Bark_label_fake.npz,Fake,0.925369
test,es_110_to_ru_Xtts_label_fake.npz,Fake,0.931732
test,es_112_to_en_Tacotron_label_fake.npz,Fake,0.959723
test,es_112_to_fr_Tacotron_label_fake.npz,Fake,0.944578
test,es_112_to_ja_Bark_label_fake.npz,Fake,0.963410
test,es_112_to_ja_Tacotron_label_fake.npz,Fake,0.966269
test,es_112_to_ru_Bark_label_fake.npz,Fake,0.942733
test,es_113_to_en_MicroTts_label_fake.npz,Fake,0.785427
test,es_113_to_fr_Bark_label_fake.npz,Fake,0.754445
test,es_113_to_ja_Bark_label_fake.npz,Fake,0.848555
test,es_114_to_ar_Xtts_label_fake.npz,Fake,0.956423
test,es_114_to_zh_Tacotron_label_fake.npz,Fake,0.955303
test,es_115_label_real.npz,Real,0.046839
test,es_115_to_en_Tacotron_label_fake.npz,Fake,0.970068
test,es_115_to_fr_Bark_label_fake.npz,Fake,0.963066
test,es_115_to_ja_MicroTts_label_fake.npz,Fake,0.968817
test,es_115_to_ja_Tacotron_label_fake.npz,Fake,0.964669
test,es_116_to_ar_MicroTts_label_fake.npz,Fake,0.967155
test,es_116_to_en_Bark_label_fake.npz,Fake,0.965959
test,es_116_to_en_MicroTts_label_fake.npz,Fake,0.967881
test,es_116_to_en_Tacotron_label_fake.npz,Fake,0.963417
test,es_116_to_fr_Bark_label_fake.npz,Fake,0.961487
